,1.0,1.02,1.1,1.11,1.2,Lite 1.30,1.3,1.4,1.51,1.6,1.7,1.80,1.93,2.00,2.111,SZ 2017,GDW 2019,SZ 2022,2.2
6483,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6484,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6485,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6486,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6487,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6488,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6489,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6490,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6491,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6492,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6493,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6494,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6495,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6496,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6497,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6498,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6499,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6500,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6501,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6502,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6503,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6504,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6505,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6506,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6507,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6508,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6509,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6510,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6511,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6512,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6513,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6514,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6515,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6516,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6517,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6518,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6519,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6520,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6521,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6522,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6523,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6524,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6525,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6526,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6527,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6528,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6529,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6530,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6531,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6532,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6533,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6534,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6535,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6536,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6537,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6538,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6539,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6540,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6541,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6542,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6543,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6544,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6545,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6546,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6547,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6548,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6549,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6550,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6551,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6552,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6553,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6554,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6555,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6556,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6557,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6558,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6559,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6560,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6561,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6562,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6563,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6564,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6565,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6566,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6567,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6568,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6569,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6570,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6571,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6572,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6573,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6574,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6575,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6576,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6577,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6578,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6579,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6580,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6581,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6582,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6583,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6584,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6585,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6586,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6587,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6588,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6589,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6590,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6591,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6592,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6593,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6594,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6595,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6596,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6597,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6598,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6599,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6600,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6601,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6602,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6603,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6604,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6605,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6606,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6607,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6608,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6609,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6610,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6611,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6612,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6613,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6614,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6615,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6616,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6617,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6618,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6619,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6620,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6621,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6622,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6623,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6624,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6625,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6626,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6627,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6628,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6629,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6630,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6631,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6632,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6633,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6634,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6635,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6636,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6637,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6638,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6639,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6640,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6641,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6642,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6643,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6644,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6645,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6646,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6647,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6648,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6649,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6650,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6651,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6652,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6653,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6654,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6655,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6656,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6657,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6658,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6659,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6660,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6661,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6662,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6663,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6664,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6665,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6666,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6667,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6668,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6669,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6670,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6671,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6672,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6673,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6674,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6675,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6676,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6677,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6678,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6679,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6680,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6681,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6682,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6683,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6684,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6685,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6686,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6687,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6688,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6689,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6690,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6691,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6692,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6693,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6694,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6695,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6696,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6697,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6698,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6699,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6700,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6701,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6702,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6703,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6704,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6705,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6706,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6707,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6708,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6709,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6710,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6711,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6712,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6713,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6714,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6715,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6716,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6717,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6718,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6719,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6720,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6721,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6722,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6723,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6724,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6725,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6726,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6727,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6728,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6729,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6730,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6731,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6732,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6733,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6734,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6735,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6736,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6737,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6738,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6739,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6740,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6741,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6742,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6743,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6744,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6745,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6746,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6747,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6748,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6749,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6750,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6751,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6752,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6753,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6754,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6755,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6756,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6757,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6758,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6759,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6760,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6761,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6762,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6763,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6764,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6765,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6766,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6767,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6768,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6769,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6770,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6771,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6772,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6773,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6774,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6775,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6776,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6777,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6778,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6779,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6780,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6781,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6782,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6783,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6784,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6785,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6786,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6787,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6788,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6789,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6790,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6791,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6792,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6793,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6794,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6795,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6796,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6797,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6798,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6799,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6800,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6801,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6802,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6803,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6804,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6805,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6806,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6807,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6808,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6809,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6810,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6811,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6812,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6813,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6814,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6815,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6816,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6817,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6818,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6819,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6820,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6821,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
